State,Year,Price,President
Baja California,2020,839693.34,AMLO
Baja California Sur,2020,151931.29,AMLO
Campeche,2020,500514.726,AMLO
Coahuila de Zaragoza,2020,843597.571,AMLO
Colima,2020,148143.273,AMLO
Chiapas,2020,337240.435,AMLO
Chihuahua,2020,808710.891,AMLO
Ciudad de México,2020,3293855.308,AMLO
Durango,2020,286240.782,AMLO
Guanajuato,2020,1019446.377,AMLO
Guerrero,2020,289968.16,AMLO
Hidalgo,2020,364939.794,AMLO
Jalisco,2020,1624208.871,AMLO
México,2020,2035392.322,AMLO
Michoacán de Ocampo,2020,601188.661,AMLO
Morelos,2020,244988.806,AMLO
Nayarit,2020,142605.244,AMLO
Nuevo León,2020,1743165.623,AMLO
Oaxaca,2020,350911.405,AMLO
Puebla,2020,767210.116,AMLO
Querétaro,2020,553613.926,AMLO
Quintana Roo,2020,292733.432,AMLO
San Luis Potosí,2020,500250.925,AMLO
Sinaloa,2020,484352.671,AMLO
Sonora,2020,731237.968,AMLO
Tabasco,2020,464760.608,AMLO
Tamaulipas,2020,691399.975,AMLO
Tlaxcala,2020,135083.245,AMLO
Veracruz de Ignacio de la Llave,2020,971252.079,AMLO
Yucatán,2020,333528.2,AMLO
Zacatecas,2020,210643.065,AMLO
Aguascalientes,2021,315233.12,AMLO
Baja California,2021,896313.559,AMLO
Baja California Sur,2021,171064.575,AMLO
Campeche,2021,489604.295,AMLO
Coahuila de Zaragoza,2021,921586.983,AMLO
Colima,2021,147667.296,AMLO
Chiapas,2021,353638.51,AMLO
Chihuahua,2021,846063.938,AMLO
Ciudad de México,2021,3496055.811,AMLO
Durango,2021,303251.381,AMLO
Guanajuato,2021,1084518.133,AMLO
Guerrero,2021,303633.381,AMLO
Hidalgo,2021,391962.041,AMLO
Jalisco,2021,1712483.099,AMLO
México,2021,2163537.857,AMLO
Michoacán de Ocampo,2021,629066.207,AMLO
Morelos,2021,259938.545,AMLO
Nayarit,2021,155968.659,AMLO
Nuevo León,2021,1865875.274,AMLO
Oaxaca,2021,385418.058,AMLO
Puebla,2021,794876.174,AMLO
Querétaro,2021,578175.108,AMLO
Quintana Roo,2021,332542.125,AMLO
San Luis Potosí,2021,516190.984,AMLO
Sinaloa,2021,507429.021,AMLO
Sonora,2021,760930.124,AMLO
Tabasco,2021,545415.761,AMLO
Tamaulipas,2021,725029.605,AMLO
Tlaxcala,2021,143213.33,AMLO
Veracruz de Ignacio de la Llave,2021,1027896.032,AMLO
Yucatán,2021,358659.836,AMLO
Zacatecas,2021,221592.281,AMLO
Aguascalientes,2022,314602.247,AMLO
Baja California,2022,919300.278,AMLO
Baja California Sur,2022,178129.824,AMLO
Campeche,2022,472680.024,AMLO
Coahuila de Zaragoza,2022,935841.223,AMLO
Colima,2022,148438.434,AMLO
Chiapas,2022,374518.003,AMLO
Chihuahua,2022,911271.142,AMLO
Ciudad de México,2022,3650377.619,AMLO
Durango,2022,300478.113,AMLO
Guanajuato,2022,1110918.71,AMLO
Guerrero,2022,310105.899,AMLO
Hidalgo,2022,431251.882,AMLO
Jalisco,2022,1797547.063,AMLO
México,2022,2218452.727,AMLO
Michoacán de Ocampo,2022,652066.839,AMLO
Morelos,2022,260119.463,AMLO
Nayarit,2022,162601.045,AMLO
Nuevo León,2022,1928658.429,AMLO
Oaxaca,2022,415502.711,AMLO
Puebla,2022,825802.782,AMLO
Querétaro,2022,589221.237,AMLO
Quintana Roo,2022,356727.573,AMLO
San Luis Potosí,2022,532793.15,AMLO
Sinaloa,2022,516319.269,AMLO
Sonora,2022,790043.704,AMLO
Tabasco,2022,637775.227,AMLO
Tamaulipas,2022,748872.57,AMLO
Tlaxcala,2022,146641.599,AMLO
Veracruz de Ignacio de la Llave,2022,1041978.086,AMLO
Yucatán,2022,369043.268,AMLO
Zacatecas,2022,225013.349,AMLO
Aguascalientes,2023,334314.666,AMLO
Baja California,2023,947957.519,AMLO
Baja California Sur,2023,180788.204,AMLO
Campeche,2023,508514.617,AMLO
Coahuila de Zaragoza,2023,927968.193,AMLO
Colima,2023,153354.778,AMLO
Chiapas,2023,379626.199,AMLO
Chihuahua,2023,940100.509,AMLO
Ciudad de México,2023,3805614.443,AMLO
Durango,2023,309199.136,AMLO
Guanajuato,2023,1125731.16,AMLO
Guerrero,2023,310655.381,AMLO
Hidalgo,2023,441544.349,AMLO
Jalisco,2023,1849621.221,AMLO
México,2023,2266285.482,AMLO
Michoacán de Ocampo,2023,676492.511,AMLO
Morelos,2023,267785.129,AMLO
Nayarit,2023,162089.928,AMLO
Nuevo León,2023,1991519.7,AMLO
Oaxaca,2023,443373.204,AMLO
Puebla,2023,852715.662,AMLO
Querétaro,2023,613534.714,AMLO
Quintana Roo,2023,398839.252,AMLO
San Luis Potosí,2023,573596.989,AMLO
Sinaloa,2023,517102.253,AMLO
Sonora,2023,826902.615,AMLO
Tabasco,2023,647377.607,AMLO
Tamaulipas,2023,746115.755,AMLO
Tlaxcala,2023,149204.433,AMLO
Veracruz de Ignacio de la Llave,2023,1062248.661,AMLO
Yucatán,2023,387739.307,AMLO
Zacatecas,2023,229295.519,AMLO
Aguascalientes,2024,328087.965,AMLO
Baja California,2024,947677.009,AMLO
Baja California Sur,2024,187152.161,AMLO
Campeche,2024,473399.457,AMLO
Coahuila de Zaragoza,2024,922286.189,AMLO
Colima,2024,157139.889,AMLO
Chiapas,2024,389794.852,AMLO
Chihuahua,2024,930854.91,AMLO
Ciudad de México,2024,3885956.593,AMLO
Durango,2024,323802.357,AMLO
Guanajuato,2024,1170675.898,AMLO
Guerrero,2024,314019.724,AMLO
Hidalgo,2024,454116.317,AMLO
Jalisco,2024,1864059.172,AMLO
México,2024,2313164.328,AMLO
Michoacán de Ocampo,2024,681445.83,AMLO
Morelos,2024,271218.84,AMLO
Nayarit,2024,159749.672,AMLO
Nuevo León,2024,2059995.565,AMLO
Oaxaca,2024,467374.413,AMLO
Puebla,2024,882359.631,AMLO
Querétaro,2024,621620.129,AMLO
Quintana Roo,2024,383116.448,AMLO
San Luis Potosí,2024,579636.262,AMLO
Sinaloa,2024,514385.484,AMLO
Sonora,2024,822556.904,AMLO
Tabasco,2024,605206.515,AMLO
Tamaulipas,2024,764735.773,AMLO
Tlaxcala,2024,151512.669,AMLO
Veracruz de Ignacio de la Llave,2024,1094822.174,AMLO
Yucatán,2024,402785.746,AMLO
Zacatecas,2024,240511.776,AMLO
